file,line,kind,text,suggestedNamespace
"components/dashboard/Dashboard.tsx","1232","jsx","Loading transactions...","common"
"components/dashboard/Dashboard.tsx","1232","jsx",") : transactions.length === 0 ? (","common"
"components/dashboard/Dashboard.tsx","1236","jsx","No transactions yet","common"
"components/dashboard/Dashboard.tsx","1237","jsx","Your token transactions will appear here.","common"
"components/dashboard/Dashboard.tsx","1273","jsx","Loading more transactions...","common"
"components/dashboard/Dashboard.tsx","1275","jsx","Load More Transactions","common"
"components/dashboard/Dashboard.tsx","1289","jsx","Course Details","common"
"components/dashboard/Dashboard.tsx","1307","jsx","✓ PDF available","common"
"components/dashboard/Dashboard.tsx","1312","jsx","Course Options","common"
"components/dashboard/Dashboard.tsx","1319","jsx","Duration:","common"
"components/dashboard/Dashboard.tsx","1320","jsx","Sessions:","common"
"components/dashboard/Dashboard.tsx","1321","jsx","Injury Safe:","common"
"components/dashboard/Dashboard.tsx","1322","jsx","Equipment:","common"
"components/dashboard/Dashboard.tsx","1323","jsx","Nutrition:","common"
"components/dashboard/Dashboard.tsx","1324","jsx","Images:","common"
"components/dashboard/Dashboard.tsx","1328","jsx","Failed to parse course options","common"
"components/dashboard/Dashboard.tsx","1335","jsx","Actions","common"
"components/dashboard/Dashboard.tsx","1339","jsx","Regenerate Specific Day","common"
"components/dashboard/Dashboard.tsx","1342","jsx","Week:","common"
"components/dashboard/Dashboard.tsx","1363","jsx","Day:","common"
"components/dashboard/Dashboard.tsx","1391","jsx","Regenerating...","common"
"components/dashboard/Dashboard.tsx","1396","jsx","Regenerate Day","common"
"components/dashboard/Dashboard.tsx","1404","jsx","Cost:","common"
"components/dashboard/Dashboard.tsx","1433","jsx","Download PDF","common"
"components/dashboard/Dashboard.tsx","1446","jsx","Generate PDF","common"
"components/generator/Generator.tsx","413","attr","Search workout types...","common"
"components/generator/Generator.tsx","504","attr","Search muscle groups...","common"
"components/generator/Generator.tsx","45","jsx","Promise","common"
"components/generator/Generator.tsx","46","jsx","Promise","common"
"components/generator/Generator.tsx","72","jsx","(4); const [sessions, setSessions] = useState","common"
"components/generator/Generator.tsx","73","jsx","(4); const [injurySafe, _setInjurySafe] = useState","common"
"components/generator/Generator.tsx","74","jsx","(true); const [specEq, _setSpecEq] = useState","common"
"components/generator/Generator.tsx","75","jsx","(false); const [nutrition, _setNutrition] = useState","common"
"components/generator/Generator.tsx","76","jsx","(false); const [pdf, _setPdf] = useState","common"
"components/generator/Generator.tsx","77","jsx","(""text""); const [images, _setImages] = useState","common"
"components/generator/Generator.tsx","78","jsx","(12); const [gender, setGender] = useState","common"
"components/generator/Generator.tsx","79","jsx","(""male""); const [workoutTypes, setWorkoutTypes] = useState","common"
"components/generator/Generator.tsx","80","jsx","([]); const [targetMuscles, setTargetMuscles] = useState","common"
"components/generator/Generator.tsx","81","jsx","([]); // Search states const [workoutTypesSearch, setWorkoutTypesSearch] = useState","common"
"components/generator/Generator.tsx","84","jsx","(""""); const [targetMusclesSearch, setTargetMusclesSearch] = useState","common"
"components/generator/Generator.tsx","231","jsx","Instant AI Training Plan Generator","common"
"components/generator/Generator.tsx","267","jsx","Dismiss","common"
"components/generator/Generator.tsx","280","jsx","Success","common"
"components/generator/Generator.tsx","288","jsx","Dismiss","common"
"components/generator/Generator.tsx","297","jsx","Generator","common"
"components/generator/Generator.tsx","312","jsx","Program Duration (1-12 weeks)","common"
"components/generator/Generator.tsx","322","jsx","= 1 && value","common"
"components/generator/Generator.tsx","329","jsx","1 week","common"
"components/generator/Generator.tsx","331","jsx","weeks","common"
"components/generator/Generator.tsx","333","jsx","12 weeks","common"
"components/generator/Generator.tsx","338","jsx","Training Frequency (2-6 sessions/week)","common"
"components/generator/Generator.tsx","348","jsx","= 2 && value","common"
"components/generator/Generator.tsx","355","jsx","2 sessions","common"
"components/generator/Generator.tsx","357","jsx","sessions","common"
"components/generator/Generator.tsx","359","jsx","6 sessions","common"
"components/generator/Generator.tsx","371","jsx","Gender","common"
"components/generator/Generator.tsx","402","jsx","Workout Types","common"
"components/generator/Generator.tsx","426","jsx","Strength","common"
"components/generator/Generator.tsx","434","jsx","Home","common"
"components/generator/Generator.tsx","442","jsx","Mobility","common"
"components/generator/Generator.tsx","451","jsx","Clear","common"
"components/generator/Generator.tsx","463","jsx","No workout types found","common"
"components/generator/Generator.tsx","493","jsx","Target Muscle Groups","common"
"components/generator/Generator.tsx","518","jsx","Clear","common"
"components/generator/Generator.tsx","530","jsx","No muscle groups found","common"
"components/generator/Generator.tsx","584","jsx","Cost Breakdown","common"
"components/generator/Generator.tsx","591","jsx","Your balance","common"
"components/generator/Generator.tsx","601","jsx","Preview cost","common"
"components/generator/Generator.tsx","602","jsx","50 tokens","common"
"components/generator/Generator.tsx","607","jsx","Full plan cost","common"
"components/generator/Generator.tsx","616","jsx","What affects the price","common"
"components/generator/Generator.tsx","647","jsx","Injury-safe modifications","common"
"components/generator/Generator.tsx","654","jsx","Special equipment","common"
"components/generator/Generator.tsx","661","jsx","Nutrition tips","common"
"components/generator/Generator.tsx","681","jsx","Missing required inputs","common"
"components/generator/Generator.tsx","683","jsx","• Gender","common"
"components/generator/Generator.tsx","684","jsx","• Workout types","common"
"components/generator/Generator.tsx","685","jsx","• Target muscles","common"
"components/generator/Generator.tsx","695","jsx","See pricing","common"
"components/generator/Generator.tsx","706","jsx","Sign in to generate","common"
"components/generator/Generator.tsx","717","jsx","Not enough tokens","common"
"components/generator/Generator.tsx","728","jsx","Top up tokens","common"
"components/generator/Generator.tsx","749","jsx","Publishing...","common"
"components/generator/Generator.tsx","750","jsx",") : !gender || workoutTypes.length === 0 || targetMuscles.length === 0 ? (","common"
"components/generator/Generator.tsx","752","jsx","Fill required fields","common"
"components/generator/Generator.tsx","752","jsx",") : balance","common"
"components/pricing/Pricing.tsx","39","jsx","Promise","common"
"components/pricing/Pricing.tsx","40","jsx","Promise","common"
"components/pricing/Pricing.tsx","72","jsx","(""""); const customAmountNum = Number(customAmount.replace("","", ""."")) || 0; // Calculate tokens for custom amount using single source of truth const customTokens = calculateTokensFromAmount( customAmountNum, currency as TokenCurrency ); const customWasRounded = wasRounded( customAmountNum, currency as TokenCurrency ); const copy = COPY.pricingContext[context as PricingContextKey]; // Track which action is creating const [creating, setCreating] = React.useState","common"
"components/pricing/Pricing.tsx","147","jsx","Terms","common"
"components/pricing/Pricing.tsx","211","jsx",") : creating === pack.uiId ? (","common"
"components/pricing/Pricing.tsx","213","jsx","Processing…","common"
"components/pricing/Pricing.tsx","286","jsx","Rounded to nearest 10 tokens.","common"
"components/pricing/Pricing.tsx","316","jsx",") : creating === ""custom"" ? (","common"
"components/pricing/Pricing.tsx","318","jsx","Processing…","common"
"components/pricing/Pricing.tsx","365","jsx","Base: 10,000 tokens","common"
"components/pricing/Pricing.tsx","366","jsx","Add-ons:","common"
"components/pricing/Pricing.tsx","368","jsx","• Level: Intermediate +5,000, Advanced +12,000","common"
"components/pricing/Pricing.tsx","369","jsx","• Training type: Mixed +4,000","common"
"components/pricing/Pricing.tsx","370","jsx","• Equipment: Basic +3,000, Full gym +6,000","common"
"components/pricing/Pricing.tsx","371","jsx","• Days/week: 4 +4,000, 5 +8,000, 6 +12,000","common"
"components/pricing/Pricing.tsx","373","jsx","Example: Intermediate + Basic + 4 days/week = 22,000 tokens","common"
"components/pricing/Pricing.tsx","378","jsx","From 10,000 tokens. Add-ons for level, equipment, and days per week.","common"
"components/site-footer.tsx","35","attr","Chalet Coaching","footer"
"components/site-footer.tsx","41","jsx","Chalet","footer"
"components/site-footer.tsx","42","jsx","coaching","footer"
"components/site-footer.tsx","46","jsx","CHALET AQUARIUS LTD","footer"
"components/site-footer.tsx","50","jsx","20 Wenlock Road, London, England, N1 7GU","footer"
"components/site-footer.tsx","56","jsx","info@chaletcoaching.co.uk","footer"
"components/site-header.tsx","54","jsx","(null); const navItems = React.useMemo","header"
"components/site-header.tsx","182","jsx","Chalet","header"
"components/site-header.tsx","183","jsx","coaching","header"
"components/site-header.tsx","239","jsx",") : null}","header"
"components/site-header.tsx","275","jsx",") : null}","header"
"components/site-header.tsx","342","jsx",") : null}","header"
"components/site-header.tsx","438","jsx",") : null}","header"
"components/support/article-viewer.tsx","41","jsx","); lastIndex = match.index + match[0].length; } // Add remaining text if (lastIndex","support"
"components/support/article-viewer.tsx","66","jsx","); } return (","support"
"components/token-purchase.tsx","16","jsx","(null); const [packages, setPackages] = useState","common"
"components/token-purchase.tsx","17","jsx","([]); const [currency, setCurrency] = useState","common"
"components/token-purchase.tsx","18","jsx","('EUR'); const [error, setError] = useState","common"
"components/token-purchase.tsx","19","jsx","(null); const [success, setSuccess] = useState","common"
"components/token-purchase.tsx","99","jsx","); return (","common"
"components/token-purchase.tsx","105","jsx","Get More AI Fitness Tokens","common"
"components/token-purchase.tsx","108","jsx","Choose a package and start creating amazing fitness programs","common"
"components/token-purchase.tsx","142","jsx","Most Popular","common"
"components/token-purchase.tsx","188","jsx","Processing...","common"
"components/token-purchase.tsx","190","jsx",") : ( 'Add Tokens' )}","common"
"components/token-purchase.tsx","201","jsx","Secure checkout with 3DS verification via CardServ","common"
"components/ui/button.tsx","57","jsx",") : Icon ? (","common"
"components/ui/button.tsx","62","jsx",") : ( children ) ) : (","common"
"components/ui/button.tsx","69","jsx",") : Icon ? (","common"
"components/ui/button.tsx","98","jsx","); } const shouldReduceMotion = typeof window !== ""undefined"" && window.matchMedia(""(prefers-reduced-motion: reduce)"").matches; return (","common"
"components/ui/card.tsx","34","jsx","; return (","common"
"components/ui/card.tsx","47","jsx","); } return (","common"
"components/ui/drawer.tsx","89","attr","Close drawer","common"
"components/ui/logo.tsx","36","jsx","Chalet","common"
"components/ui/logo.tsx","37","jsx","coaching","common"
"components/ui/select.tsx","13","jsx","0 && options[0].value === """"; return (","common"
"components/ui/stepper.tsx","27","jsx","currentStep; return (","common"
"components/ui/tabs.tsx","33","jsx","item.id === activeTab)?.content; return (","common"
"components/ui/toast.tsx","33","jsx","; case ""error"": return","common"
"components/ui/toast.tsx","35","jsx","; case ""info"": return","common"
"components/ui-legacy.tsx","181","jsx","; case ""error"": return","common"
"components/ui-legacy.tsx","183","jsx","; case ""info"": return","common"
"lib/cardserv.ts","3","jsx","setTimeout(resolve, ms)); type UnknownRecord = Record","common"
"lib/email/course-email.ts","48","jsx","Your Fitness Course is Ready","common"
"lib/email/course-email.ts","58","jsx","Your Fitness Course is Ready!","common"
"lib/email/course-email.ts","69","jsx","Great news! Your personalized fitness course has been generated and is ready for you.","common"
"lib/email/course-email.ts","76","jsx","Created:","common"
"lib/email/course-email.ts","78","jsx","Duration:","common"
"lib/email/course-email.ts","79","jsx","Sessions per week:","common"
"lib/email/course-email.ts","82","jsx","Your complete course PDF is attached to this email. You can also access it anytime from your dashboard.","common"
"lib/email/course-email.ts","89","jsx","View in Dashboard","common"
"lib/email/course-email.ts","94","jsx","If you have any questions or need support, feel free to reach out to us.","common"
"lib/email/course-email.ts","104","jsx","Chaletcoaching","common"
"lib/email/course-email.ts","106","jsx","Your personalized fitness journey starts here","common"
"lib/email/course-email.ts","110","jsx","info@chaletcoaching.co.uk","common"
"lib/email/course-email.ts","119","jsx","`.trim(); } /** * Send course PDF to user's email * @returns true if email was sent successfully, false otherwise */ export async function sendCourseEmail(options: SendCourseEmailOptions): Promise","common"
"lib/faq-data.ts","6","string","@/lib/i18n/config","faq"
"lib/faq-data.ts","15","string","getting_started","faq"
"lib/faq-data.ts","16","string","coaches","faq"
"lib/faq-data.ts","17","string","instant_ai","faq"
"lib/faq-data.ts","18","string","tokens_payments","faq"
"lib/faq-data.ts","19","string","account","faq"
"lib/faq-data.ts","20","string","safety","faq"
"lib/faq-data.ts","21","string","refunds","faq"
"lib/faq-data.ts","33","string","coach-delivery-time","faq"
"lib/faq-data.ts","34","string","How fast will I receive a coach course?","faq"
"lib/faq-data.ts","35","string","Coach courses are delivered by your coach. Delivery time depends on your coach's schedule and course complexity.","faq"
"lib/faq-data.ts","38","string","coach-vs-ai","faq"
"lib/faq-data.ts","39","string","What's the difference between Coach Course and Instant AI?","faq"
"lib/faq-data.ts","40","string","Coach Course is delivered by your coach with personalized expertise. Instant AI is generated in minutes.","faq"
"lib/faq-data.ts","43","string","refund-policy","faq"
"lib/faq-data.ts","44","string","Can I get a refund?","faq"
"lib/faq-data.ts","45","string","Refund eligibility depends on your order status and delivery stage. Please read our Refund Policy.","faq"
"lib/faq-data.ts","48","string","tokens-expire","faq"
"lib/faq-data.ts","49","string","Do tokens expire?","faq"
"lib/faq-data.ts","50","string","No, tokens do not expire.","faq"
"lib/faq-data.ts","53","string","payment-methods","faq"
"lib/faq-data.ts","54","string","What payment methods do you support?","faq"
"lib/faq-data.ts","55","string","Visa and Mastercard.","faq"
"lib/faq-data.ts","58","string","currencies","faq"
"lib/faq-data.ts","59","string","Which currencies are supported?","faq"
"lib/faq-data.ts","60","string","EUR, GBP, and USD.","faq"
"lib/faq-data.ts","63","string","how-tokens-work","faq"
"lib/faq-data.ts","64","string","How do tokens work?","faq"
"lib/faq-data.ts","65","string","100 tokens = €1.00 / £0.87 / $1.19. You spend tokens when requesting coach courses or generating instant AI courses.","faq"
"lib/faq-data.ts","68","string","is-it-safe","faq"
"lib/faq-data.ts","69","string","Is it safe?","faq"
"lib/faq-data.ts","70","string","We include injury-safe options and alternatives, but this is not medical advice. Consult a healthcare professional before starting.","faq"
"lib/faq-data.ts","73","string","equipment-needed","faq"
"lib/faq-data.ts","74","string","What equipment do I need?","faq"
"lib/faq-data.ts","75","string","Most workouts can be done with minimal equipment. We provide alternatives for different setups.","faq"
"lib/faq-data.ts","78","string","training-frequency","faq"
"lib/faq-data.ts","79","string","How often should I train?","faq"
"lib/faq-data.ts","80","string","We recommend 3-4 sessions per week for optimal results, but you can adjust based on your schedule and goals.","faq"
"lib/faq-data.ts","95","string","what-is-request","faq"
"lib/faq-data.ts","96","string","What is a coach course request?","faq"
"lib/faq-data.ts","97","string","A coach course request lets you ask a coach to create a personalized training plan for you. The coach will design a structured program based on your goals, level, and preferences.","faq"
"lib/faq-data.ts","100","string","how-tokens-work","faq"
"lib/faq-data.ts","101","string","How do tokens work?","faq"
"lib/faq-data.ts","102","string","100 tokens = €1.00 / £0.87 / $1.19. You spend tokens when requesting coach courses or generating instant AI courses. Tokens never expire.","faq"
"lib/faq-data.ts","105","string","instant-ai-instead","faq"
"lib/faq-data.ts","106","string","Can I use Instant AI instead?","faq"
"lib/faq-data.ts","107","string","Yes. Instant AI generates a course in minutes, while coach courses are personalized by your coach. Both options are available on the platform.","faq"
"lib/faq-data.ts","110","string","where-see-requests","faq"
"lib/faq-data.ts","111","string","Where can I see my requests?","faq"
"lib/faq-data.ts","112","string","You can track all your coach course requests in your dashboard. You'll see the status, updates, and can manage your requests there.","faq"
"lib/faq-data.ts","118","string","how-do-i-start","faq"
"lib/faq-data.ts","119","string","getting_started","faq"
"lib/faq-data.ts","120","string","How do I start?","faq"
"lib/faq-data.ts","121","string","Browse coaches or open the generator. If you want coach guidance, request a plan from a coach profile.","faq"
"lib/faq-data.ts","122","string","start","faq"
"lib/faq-data.ts","122","string","begin","faq"
"lib/faq-data.ts","122","string","getting started","faq"
"lib/faq-data.ts","122","string","how to","faq"
"lib/faq-data.ts","125","string","coach-vs-ai-difference","faq"
"lib/faq-data.ts","126","string","getting_started","faq"
"lib/faq-data.ts","127","string","What's the difference between Coach requests and Instant AI?","faq"
"lib/faq-data.ts","128","string","Coach requests are tailored by a coach-led workflow. Instant AI generates a plan immediately based on your inputs.","faq"
"lib/faq-data.ts","129","string","difference","faq"
"lib/faq-data.ts","129","string","coach","faq"
"lib/faq-data.ts","129","string","instant ai","faq"
"lib/faq-data.ts","129","string","compare","faq"
"lib/faq-data.ts","132","string","do-i-need-account","faq"
"lib/faq-data.ts","133","string","getting_started","faq"
"lib/faq-data.ts","134","string","Do I need an account?","faq"
"lib/faq-data.ts","135","string","You can browse pages without an account. You'll need to sign in to generate, purchase tokens, and access your dashboard.","faq"
"lib/faq-data.ts","136","string","account","faq"
"lib/faq-data.ts","136","string","sign in","faq"
"lib/faq-data.ts","136","string","sign up","faq"
"lib/faq-data.ts","136","string","register","faq"
"lib/faq-data.ts","139","string","how-choose-coach","faq"
"lib/faq-data.ts","140","string","coaches","faq"
"lib/faq-data.ts","141","string","How do I choose a coach?","faq"
"lib/faq-data.ts","142","string","Use filters and look for specialties that match your goal. Open the coach profile to see focus areas and ratings.","faq"
"lib/faq-data.ts","143","string","choose","faq"
"lib/faq-data.ts","143","string","select","faq"
"lib/faq-data.ts","143","string","coach","faq"
"lib/faq-data.ts","143","string","filter","faq"
"lib/faq-data.ts","146","string","what-send-coach-request","faq"
"lib/faq-data.ts","147","string","coaches","faq"
"lib/faq-data.ts","148","string","What do I send in a coach request?","faq"
"lib/faq-data.ts","149","string","Share your goal, level, training type, equipment, and schedule. The more context you provide, the better the plan.","faq"
"lib/faq-data.ts","150","string","request","faq"
"lib/faq-data.ts","150","string","send","faq"
"lib/faq-data.ts","150","string","coach","faq"
"lib/faq-data.ts","150","string","information","faq"
"lib/faq-data.ts","153","string","can-request-multiple-plans","faq"
"lib/faq-data.ts","154","string","coaches","faq"
"lib/faq-data.ts","155","string","Can I request multiple plans?","faq"
"lib/faq-data.ts","156","string","Yes. Each request is a separate plan and is priced based on your selections.","faq"
"lib/faq-data.ts","157","string","multiple","faq"
"lib/faq-data.ts","157","string","several","faq"
"lib/faq-data.ts","157","string","plans","faq"
"lib/faq-data.ts","157","string","requests","faq"
"lib/faq-data.ts","160","string","can-save-coach","faq"
"lib/faq-data.ts","161","string","coaches","faq"
"lib/faq-data.ts","162","string","Can I save a coach?","faq"
"lib/faq-data.ts","163","string","Yes. You can bookmark coaches to revisit them later.","faq"
"lib/faq-data.ts","164","string","save","faq"
"lib/faq-data.ts","164","string","bookmark","faq"
"lib/faq-data.ts","164","string","favorite","faq"
"lib/faq-data.ts","164","string","coach","faq"
"lib/faq-data.ts","167","string","how-instant-ai-works","faq"
"lib/faq-data.ts","168","string","instant_ai","faq"
"lib/faq-data.ts","169","string","How does the Instant AI generator work?","faq"
"lib/faq-data.ts","170","string","Select your goal and training preferences, generate a preview, then publish a full plan.","faq"
"lib/faq-data.ts","171","string","instant ai","faq"
"lib/faq-data.ts","171","string","generator","faq"
"lib/faq-data.ts","171","string","how it works","faq"
"lib/faq-data.ts","171","string","process","faq"
"lib/faq-data.ts","174","string","what-is-preview","faq"
"lib/faq-data.ts","175","string","instant_ai","faq"
"lib/faq-data.ts","176","string","What is a preview?","faq"
"lib/faq-data.ts","177","string","A preview lets you see the plan structure before publishing. Previews cost 50 tokens.","faq"
"lib/faq-data.ts","178","string","preview","faq"
"lib/faq-data.ts","178","string","50 tokens","faq"
"lib/faq-data.ts","178","string","see","faq"
"lib/faq-data.ts","178","string","before","faq"
"lib/faq-data.ts","181","string","can-regenerate-plan","faq"
"lib/faq-data.ts","182","string","instant_ai","faq"
"lib/faq-data.ts","183","string","Can I regenerate the plan?","faq"
"lib/faq-data.ts","184","string","Yes. You can adjust inputs and generate again until you're happy with the result.","faq"
"lib/faq-data.ts","185","string","regenerate","faq"
"lib/faq-data.ts","185","string","again","faq"
"lib/faq-data.ts","185","string","retry","faq"
"lib/faq-data.ts","188","string","does-ai-replace-coach","faq"
"lib/faq-data.ts","189","string","instant_ai","faq"
"lib/faq-data.ts","190","string","Does Instant AI replace a coach?","faq"
"lib/faq-data.ts","191","string","It's a fast option when you need speed. Coaches are best when you want guidance and accountability.","faq"
"lib/faq-data.ts","192","string","replace","faq"
"lib/faq-data.ts","192","string","coach","faq"
"lib/faq-data.ts","192","string","comparison","faq"
"lib/faq-data.ts","195","string","what-are-tokens","faq"
"lib/faq-data.ts","196","string","tokens_payments","faq"
"lib/faq-data.ts","197","string","What are tokens?","faq"
"lib/faq-data.ts","198","string","Tokens are your balance used across features like previews, publishing, and coach requests.","faq"
"lib/faq-data.ts","199","string","tokens","faq"
"lib/faq-data.ts","199","string","balance","faq"
"lib/faq-data.ts","199","string","what are","faq"
"lib/faq-data.ts","199","string","explanation","faq"
"lib/faq-data.ts","202","string","token-rates","faq"
"lib/faq-data.ts","203","string","tokens_payments","faq"
"lib/faq-data.ts","204","string","What are the token rates?","faq"
"lib/faq-data.ts","205","string","100 tokens = €1.00 | £0.87 | $1.19. EUR is the base currency.","faq"
"lib/faq-data.ts","206","string","rates","faq"
"lib/faq-data.ts","206","string","currency","faq"
"lib/faq-data.ts","206","string","eur","faq"
"lib/faq-data.ts","206","string","gbp","faq"
"lib/faq-data.ts","206","string","usd","faq"
"lib/faq-data.ts","209","string","same-tokens-both-flows","faq"
"lib/faq-data.ts","210","string","tokens_payments","faq"
"lib/faq-data.ts","211","string","Can I use the same tokens for both flows?","faq"
"lib/faq-data.ts","212","string","Yes. One token balance works across coach requests and Instant AI.","faq"
"lib/faq-data.ts","213","string","both","faq"
"lib/faq-data.ts","213","string","flows","faq"
"lib/faq-data.ts","213","string","same","faq"
"lib/faq-data.ts","213","string","balance","faq"
"lib/faq-data.ts","216","string","not-enough-tokens","faq"
"lib/faq-data.ts","217","string","tokens_payments","faq"
"lib/faq-data.ts","218","string","What happens if I don't have enough tokens?","faq"
"lib/faq-data.ts","219","string","You'll be prompted to top up before completing the action.","faq"
"lib/faq-data.ts","220","string","insufficient","faq"
"lib/faq-data.ts","220","string","not enough","faq"
"lib/faq-data.ts","220","string","top up","faq"
"lib/faq-data.ts","220","string","balance","faq"
"lib/faq-data.ts","223","string","is-payment-secure","faq"
"lib/faq-data.ts","224","string","tokens_payments","faq"
"lib/faq-data.ts","225","string","Is payment secure?","faq"
"lib/faq-data.ts","226","string","Yes. Payments are processed via secure checkout. We do not store your full card details.","faq"
"lib/faq-data.ts","227","string","payment","faq"
"lib/faq-data.ts","227","string","secure","faq"
"lib/faq-data.ts","227","string","checkout","faq"
"lib/faq-data.ts","227","string","card","faq"
"lib/faq-data.ts","230","string","where-see-balance","faq"
"lib/faq-data.ts","231","string","account","faq"
"lib/faq-data.ts","232","string","Where can I see my token balance?","faq"
"lib/faq-data.ts","233","string","In your dashboard after signing in.","faq"
"lib/faq-data.ts","234","string","balance","faq"
"lib/faq-data.ts","234","string","dashboard","faq"
"lib/faq-data.ts","234","string","where","faq"
"lib/faq-data.ts","234","string","see","faq"
"lib/faq-data.ts","237","string","where-find-plans","faq"
"lib/faq-data.ts","238","string","account","faq"
"lib/faq-data.ts","239","string","Where do I find my plans?","faq"
"lib/faq-data.ts","240","string","Your dashboard contains your generated plans and coach requests.","faq"
"lib/faq-data.ts","241","string","plans","faq"
"lib/faq-data.ts","241","string","dashboard","faq"
"lib/faq-data.ts","241","string","find","faq"
"lib/faq-data.ts","241","string","where","faq"
"lib/faq-data.ts","244","string","cant-sign-in","faq"
"lib/faq-data.ts","245","string","account","faq"
"lib/faq-data.ts","246","string","I can't sign in. What should I do?","faq"
"lib/faq-data.ts","247","string","Check your email address and try again. If the issue persists, contact support.","faq"
"lib/faq-data.ts","248","string","sign in","faq"
"lib/faq-data.ts","248","string","login","faq"
"lib/faq-data.ts","248","string","problem","faq"
"lib/faq-data.ts","248","string","issue","faq"
"lib/faq-data.ts","251","string","is-medical-advice","faq"
"lib/faq-data.ts","252","string","safety","faq"
"lib/faq-data.ts","253","string","Is this medical advice?","faq"
"lib/faq-data.ts","254","string","No. Training guidance is informational and not a substitute for licensed medical care.","faq"
"lib/faq-data.ts","255","string","medical","faq"
"lib/faq-data.ts","255","string","advice","faq"
"lib/faq-data.ts","255","string","health","faq"
"lib/faq-data.ts","255","string","doctor","faq"
"lib/faq-data.ts","258","string","suitable-beginners","faq"
"lib/faq-data.ts","259","string","safety","faq"
"lib/faq-data.ts","260","string","Is this suitable for beginners?","faq"
"lib/faq-data.ts","261","string","Yes. Choose beginner options, start conservatively, and progress gradually.","faq"
"lib/faq-data.ts","262","string","beginners","faq"
"lib/faq-data.ts","262","string","suitable","faq"
"lib/faq-data.ts","262","string","start","faq"
"lib/faq-data.ts","262","string","new","faq"
"lib/faq-data.ts","265","string","when-stop-training","faq"
"lib/faq-data.ts","266","string","safety","faq"
"lib/faq-data.ts","267","string","When should I stop training?","faq"
"lib/faq-data.ts","268","string","Stop if you feel sharp pain, dizziness, numbness, or anything unsafe. Consult a professional if needed.","faq"
"lib/faq-data.ts","269","string","stop","faq"
"lib/faq-data.ts","269","string","pain","faq"
"lib/faq-data.ts","269","string","safety","faq"
"lib/faq-data.ts","269","string","when","faq"
"lib/faq-data.ts","272","string","can-get-refund","faq"
"lib/faq-data.ts","273","string","refunds","faq"
"lib/faq-data.ts","274","string","Can I get a refund?","faq"
"lib/faq-data.ts","275","string","Refund eligibility depends on the situation and service used. See our refund policy for details.","faq"
"lib/faq-data.ts","276","string","refund","faq"
"lib/faq-data.ts","276","string","money back","faq"
"lib/faq-data.ts","276","string","return","faq"
"lib/faq-data.ts","279","string","where-read-refund-policy","faq"
"lib/faq-data.ts","280","string","refunds","faq"
"lib/faq-data.ts","281","string","Where can I read the refund policy?","faq"
"lib/faq-data.ts","282","string","You can read it on our refunds page.","faq"
"lib/faq-data.ts","283","string","refund policy","faq"
"lib/faq-data.ts","283","string","read","faq"
"lib/faq-data.ts","283","string","where","faq"
"lib/faq-data.ts","289","string","coach-delivery-time","faq"
"lib/faq-data.ts","290","string","Bir koç programını ne kadar hızlı alırım?","faq"
"lib/faq-data.ts","291","string","Koç programları koçunuz tarafından hazırlanır. Teslim süresi, koçunuzun takvimine ve programın karmaşıklığına bağlıdır.","faq"
"lib/faq-data.ts","294","string","coach-vs-ai","faq"
"lib/faq-data.ts","295","string","Koç Programı ile Instant AI arasındaki fark nedir?","faq"
"lib/faq-data.ts","296","string","Koç Programı, koçunuzun kişiselleştirilmiş uzmanlığıyla hazırlanır. Instant AI ise dakikalar içinde oluşturulur.","faq"
"lib/faq-data.ts","299","string","refund-policy","faq"
"lib/faq-data.ts","300","string","Geri ödeme alabilir miyim?","faq"
"lib/faq-data.ts","301","string","Geri ödeme uygunluğu sipariş durumunuza ve teslimat aşamasına bağlıdır. Lütfen İade Politikamızı okuyun.","faq"
"lib/faq-data.ts","304","string","tokens-expire","faq"
"lib/faq-data.ts","305","string","Tokenların süresi doluyor mu?","faq"
"lib/faq-data.ts","306","string","Hayır, tokenların süresi dolmaz.","faq"
"lib/faq-data.ts","309","string","payment-methods","faq"
"lib/faq-data.ts","310","string","Hangi ödeme yöntemlerini destekliyorsunuz?","faq"
"lib/faq-data.ts","311","string","Visa ve Mastercard.","faq"
"lib/faq-data.ts","314","string","currencies","faq"
"lib/faq-data.ts","315","string","Hangi para birimleri destekleniyor?","faq"
"lib/faq-data.ts","316","string","EUR, GBP ve USD.","faq"
"lib/faq-data.ts","319","string","how-tokens-work","faq"
"lib/faq-data.ts","320","string","Tokenlar nasıl çalışır?","faq"
"lib/faq-data.ts","321","string","100 token = €1.00 / £0.87 / $1.19. Koç programı talep ederken veya instant AI programları üretirken token harcarsınız.","faq"
"lib/faq-data.ts","324","string","is-it-safe","faq"
"lib/faq-data.ts","325","string","Güvenli mi?","faq"
"lib/faq-data.ts","326","string","Sakatlık riskini azaltan seçenekler ve alternatifler sunuyoruz, ancak bu tıbbi tavsiye değildir. Başlamadan önce bir sağlık uzmanına danışın.","faq"
"lib/faq-data.ts","329","string","equipment-needed","faq"
"lib/faq-data.ts","330","string","Hangi ekipmanlara ihtiyacım var?","faq"
"lib/faq-data.ts","331","string","Antrenmanların çoğu minimum ekipmanla yapılabilir. Farklı kurulumlar için alternatifler sunuyoruz.","faq"
"lib/faq-data.ts","334","string","training-frequency","faq"
